Label,Score
0,6.225
0,6.225
0,6.225
0,6.224
0,6.224
0,6.224
0,6.224
0,6.223
0,6.223
0,6.223
0,6.223
0,6.223
0,6.222
0,6.222
0,6.221
0,6.221
0,6.221
0,6.221
0,6.22
0,6.22
1,6.219
0,6.219
0,6.218
0,6.217
0,6.216
0,6.216
0,6.215
0,6.215
0,6.215
0,6.214
0,6.214
0,6.214
0,6.214
0,6.213
0,6.212
0,6.211
0,6.211
0,6.211
0,6.211
0,6.211
0,6.211
0,6.21
0,6.21
0,6.21
0,6.21
0,6.21
0,6.21
0,6.209
0,6.209
0,6.208
0,6.208
0,6.208
0,6.207
0,6.207
0,6.207
0,6.207
0,6.207
0,6.207
0,6.206
0,6.206
0,6.206
0,6.205
0,6.205
0,6.205
0,6.204
0,6.204
0,6.204
0,6.204
0,6.203
0,6.203
1,6.201
1,6.201
1,6.201
0,6.201
0,6.201
0,6.201
0,6.201
0,6.201
0,6.201
0,6.199
0,6.199
0,6.199
0,6.198
0,6.198
0,6.198
0,6.198
0,6.197
0,6.197
0,6.197
0,6.197
0,6.196
0,6.196
0,6.196
0,6.196
0,6.195
0,6.193
0,6.192
0,6.192
0,6.192
0,6.192
0,6.191
0,6.191
0,6.19
0,6.189
0,6.189
0,6.188
0,6.188
0,6.188
0,6.188
0,6.187
0,6.187
0,6.187
0,6.187
0,6.187
0,6.187
0,6.187
0,6.185
0,6.185
0,6.185
0,6.185
0,6.183
0,6.183
0,6.182
0,6.182
0,6.182
0,6.182
0,6.182
0,6.181
0,6.181
0,6.181
0,6.181
0,6.18
0,6.18
0,6.179
0,6.179
0,6.179
0,6.179
0,6.179
0,6.179
0,6.179
0,6.178
0,6.178
0,6.178
0,6.178
0,6.177
0,6.177
0,6.177
0,6.177
0,6.177
0,6.176
0,6.176
0,6.176
0,6.176
0,6.176
0,6.176
0,6.175
0,6.175
0,6.175
0,6.175
0,6.175
0,6.175
0,6.175
0,6.174
0,6.174
0,6.174
0,6.174
0,6.174
0,6.173
0,6.173
0,6.172
0,6.172
0,6.171
0,6.171
0,6.171
0,6.17
0,6.17
0,6.17
0,6.169
0,6.169
1,6.168
0,6.168
0,6.167
0,6.167
0,6.166
0,6.166
0,6.166
0,6.166
0,6.166
0,6.165
0,6.165
0,6.165
0,6.164
0,6.163
0,6.163
0,6.163
0,6.163
0,6.163
0,6.163
0,6.162
0,6.162
0,6.162
1,6.161
0,6.161
0,6.161
0,6.161
0,6.161
0,6.16
0,6.16
0,6.16
0,6.159
0,6.159
0,6.159
0,6.159
0,6.158
0,6.158
0,6.158
0,6.157
0,6.157
0,6.157
0,6.157
0,6.157
0,6.157
1,6.156
0,6.156
0,6.156
0,6.156
0,6.156
0,6.156
0,6.156
0,6.155
0,6.155
0,6.154
0,6.154
0,6.153
0,6.153
0,6.153
0,6.153
0,6.153
0,6.152
0,6.152
0,6.152
0,6.152
0,6.152
0,6.152
0,6.151
0,6.151
0,6.15
0,6.15
1,6.149
0,6.149
0,6.149
0,6.149
0,6.149
0,6.149
0,6.149
0,6.149
0,6.148
0,6.148
0,6.148
0,6.148
0,6.147
0,6.147
0,6.147
0,6.147
0,6.147
0,6.147
0,6.147
0,6.147
1,6.146
0,6.146
0,6.145
0,6.145
0,6.145
0,6.145
0,6.145
0,6.145
0,6.145
0,6.144
0,6.143
0,6.143
0,6.143
1,6.142
0,6.142
0,6.142
0,6.142
0,6.142
0,6.141
0,6.141
0,6.141
0,6.141
0,6.14
0,6.14
0,6.139
0,6.139
0,6.139
0,6.138
0,6.138
0,6.138
0,6.138
0,6.136
0,6.136
0,6.136
0,6.136
0,6.135
0,6.134
0,6.134
0,6.134
0,6.134
0,6.134
0,6.133
0,6.133
0,6.133
0,6.133
0,6.133
0,6.133
0,6.132
0,6.131
0,6.131
0,6.13
0,6.13
1,6.129
0,6.129
0,6.129
0,6.129
0,6.129
0,6.128
0,6.128
0,6.128
0,6.127
0,6.127
0,6.126
0,6.126
0,6.126
0,6.126
0,6.125
0,6.125
0,6.124
0,6.124
1,6.123
0,6.123
0,6.123
0,6.123
0,6.123
0,6.123
0,6.122
1,6.121
0,6.121
0,6.121
0,6.121
0,6.121
0,6.12
0,6.12
0,6.119
0,6.119
0,6.119
0,6.119
0,6.118
0,6.118
0,6.118
0,6.118
0,6.117
0,6.117
0,6.117
1,6.115
0,6.115
0,6.115
0,6.115
0,6.114
0,6.114
0,6.114
0,6.112
0,6.112
0,6.112
0,6.112
0,6.111
0,6.111
0,6.11
0,6.11
0,6.109
0,6.108
0,6.108
0,6.108
0,6.108
0,6.107
0,6.107
0,6.107
0,6.107
0,6.106
0,6.106
0,6.105
0,6.105
0,6.104
0,6.104
0,6.104
0,6.104
0,6.104
0,6.104
0,6.104
0,6.104
0,6.103
0,6.103
0,6.102
0,6.102
0,6.102
0,6.102
0,6.101
0,6.101
0,6.101
0,6.101
1,6.1
0,6.1
0,6.1
0,6.099
0,6.099
0,6.099
0,6.099
0,6.099
0,6.099
0,6.098
0,6.098
0,6.097
0,6.096
0,6.096
0,6.096
0,6.096
0,6.096
0,6.095
0,6.095
0,6.095
0,6.095
0,6.095
0,6.093
0,6.093
0,6.093
0,6.093
0,6.093
0,6.092
0,6.092
0,6.092
0,6.092
0,6.091
0,6.091
0,6.09
0,6.09
0,6.09
0,6.09
1,6.089
0,6.089
0,6.089
0,6.088
0,6.088
0,6.088
0,6.088
0,6.088
0,6.088
0,6.087
0,6.087
0,6.086
0,6.086
0,6.086
0,6.085
0,6.085
0,6.085
0,6.085
0,6.085
0,6.084
0,6.084
0,6.084
0,6.083
0,6.083
0,6.083
0,6.082
0,6.082
0,6.082
0,6.081
0,6.081
0,6.081
0,6.081
0,6.08
0,6.079
0,6.078
0,6.078
0,6.078
0,6.077
0,6.077
0,6.077
0,6.077
0,6.077
0,6.076
0,6.076
0,6.075
0,6.075
0,6.074
0,6.074
0,6.074
0,6.073
0,6.073
0,6.073
0,6.073
0,6.072
0,6.072
0,6.072
0,6.071
0,6.071
0,6.071
0,6.07
0,6.07
0,6.07
0,6.07
0,6.07
0,6.069
0,6.069
0,6.069
0,6.068
0,6.068
0,6.068
0,6.068
0,6.068
0,6.068
0,6.067
0,6.066
0,6.066
0,6.066
0,6.065
0,6.065
1,6.064
0,6.064
0,6.064
0,6.063
0,6.063
0,6.063
0,6.063
0,6.062
0,6.062
0,6.062
0,6.062
0,6.062
0,6.061
0,6.061
0,6.061
0,6.06
0,6.06
0,6.06
0,6.06
1,6.059
0,6.059
0,6.058
0,6.058
0,6.056
0,6.056
0,6.056
0,6.055
0,6.054
0,6.054
0,6.054
0,6.054
0,6.054
0,6.053
0,6.053
0,6.053
0,6.052
0,6.051
0,6.051
0,6.051
0,6.05
0,6.05
0,6.05
0,6.05
0,6.05
0,6.049
0,6.049
0,6.048
0,6.047
0,6.047
0,6.047
0,6.047
0,6.046
0,6.046
0,6.046
0,6.046
0,6.045
0,6.045
0,6.045
0,6.045
0,6.044
0,6.044
0,6.044
0,6.044
0,6.044
0,6.044
0,6.044
0,6.043
0,6.043
0,6.043
0,6.042
0,6.042
1,6.041
1,6.041
0,6.041
0,6.041
0,6.041
0,6.041
0,6.041
0,6.04
0,6.04
1,6.039
0,6.039
0,6.038
0,6.038
0,6.038
0,6.038
0,6.038
0,6.038
0,6.038
0,6.037
0,6.037
1,6.035
1,6.035
0,6.035
0,6.035
0,6.035
0,6.035
0,6.035
0,6.035
0,6.034
0,6.034
0,6.034
0,6.033
0,6.033
0,6.033
0,6.032
0,6.032
0,6.032
0,6.032
0,6.031
0,6.031
0,6.031
0,6.031
0,6.031
1,6.03
0,6.03
0,6.03
0,6.03
0,6.03
0,6.03
0,6.03
0,6.03
0,6.03
0,6.03
1,6.029
0,6.029
0,6.029
0,6.029
0,6.029
1,6.028
0,6.028
0,6.028
0,6.027
0,6.027
0,6.026
0,6.026
0,6.026
0,6.025
0,6.025
0,6.024
0,6.024
1,6.023
0,6.023
0,6.023
0,6.023
0,6.023
0,6.023
0,6.022
0,6.022
0,6.022
0,6.022
0,6.022
0,6.022
0,6.021
0,6.021
0,6.021
0,6.021
0,6.02
0,6.02
0,6.019
0,6.019
0,6.019
0,6.018
0,6.018
0,6.018
0,6.018
1,6.017
0,6.017
0,6.017
0,6.016
0,6.016
0,6.016
0,6.016
0,6.016
0,6.015
0,6.015
0,6.015
0,6.015
0,6.014
0,6.014
0,6.014
0,6.013
0,6.013
0,6.013
0,6.012
0,6.012
0,6.012
0,6.011
0,6.011
0,6.01
0,6.01
0,6.01
0,6.009
0,6.009
0,6.009
0,6.009
0,6.009
1,6.008
0,6.008
0,6.007
0,6.007
0,6.007
0,6.007
0,6.007
0,6.007
0,6.006
0,6.006
0,6.005
0,6.005
0,6.005
0,6.005
0,6.005
0,6.005
0,6.005
0,6.005
0,6.004
0,6.004
0,6.004
0,6.004
0,6.003
0,6.003
0,6.003
1,6.002
0,6.002
0,6.002
0,6.002
0,6.002
0,6.001
0,6.0
0,6.0
0,6.0
0,6.0
0,6.0
0,6.0
1,5.999
0,5.999
0,5.999
0,5.999
0,5.999
1,5.998
0,5.998
0,5.997
0,5.997
0,5.996
0,5.996
0,5.996
0,5.996
0,5.996
0,5.995
0,5.995
0,5.995
0,5.994
0,5.994
0,5.994
0,5.994
1,5.993
0,5.993
0,5.993
0,5.993
0,5.992
0,5.992
0,5.992
0,5.991
0,5.991
0,5.99
0,5.989
0,5.989
0,5.989
0,5.989
0,5.988
0,5.988
0,5.988
0,5.988
1,5.987
0,5.987
0,5.987
0,5.987
0,5.987
0,5.987
0,5.986
0,5.985
0,5.985
0,5.985
0,5.985
0,5.984
0,5.983
0,5.983
0,5.983
0,5.983
0,5.983
0,5.983
0,5.982
0,5.982
0,5.981
1,5.98
0,5.98
0,5.98
0,5.979
0,5.979
0,5.979
0,5.978
0,5.978
0,5.978
0,5.978
0,5.978
0,5.977
0,5.977
0,5.977
0,5.976
0,5.975
1,5.974
0,5.974
0,5.974
0,5.974
0,5.974
0,5.974
0,5.974
0,5.973
0,5.973
0,5.973
0,5.973
0,5.972
0,5.972
0,5.972
0,5.972
0,5.971
0,5.971
0,5.971
0,5.97
0,5.97
0,5.97
0,5.97
0,5.97
0,5.97
0,5.969
0,5.969
0,5.969
0,5.969
0,5.969
0,5.968
0,5.968
0,5.968
0,5.968
0,5.967
0,5.967
0,5.967
0,5.967
0,5.967
0,5.967
1,5.966
0,5.966
0,5.966
0,5.965
0,5.965
0,5.965
0,5.964
0,5.964
0,5.964
0,5.963
0,5.963
0,5.963
0,5.963
0,5.962
0,5.962
0,5.962
0,5.961
0,5.961
0,5.961
0,5.961
0,5.961
0,5.961
0,5.96
0,5.96
0,5.96
0,5.96
0,5.959
0,5.959
0,5.959
0,5.959
0,5.959
0,5.959
0,5.958
0,5.958
0,5.958
1,5.957
1,5.957
0,5.957
0,5.957
0,5.956
0,5.956
0,5.956
0,5.956
0,5.956
0,5.956
0,5.955
0,5.955
0,5.954
0,5.954
0,5.954
0,5.954
0,5.954
0,5.953
0,5.953
0,5.953
0,5.953
0,5.952
0,5.952
0,5.952
0,5.952
0,5.952
0,5.951
0,5.951
0,5.951
0,5.951
0,5.951
0,5.95
0,5.95
0,5.95
0,5.95
0,5.95
0,5.949
0,5.949
0,5.949
0,5.948
0,5.948
0,5.948
0,5.948
0,5.948
0,5.948
0,5.947
0,5.947
0,5.947
0,5.947
0,5.946
0,5.946
0,5.945
0,5.945
0,5.945
0,5.945
0,5.942
0,5.942
0,5.942
0,5.941
0,5.941
0,5.941
0,5.94
0,5.94
0,5.94
0,5.939
0,5.938
0,5.938
0,5.938
1,5.937
0,5.937
0,5.937
0,5.936
0,5.936
0,5.936
0,5.935
0,5.935
0,5.935
0,5.935
0,5.935
0,5.935
0,5.934
0,5.934
0,5.934
0,5.934
0,5.934
0,5.934
0,5.934
0,5.933
0,5.933
0,5.933
0,5.933
0,5.933
1,5.932
0,5.932
0,5.932
0,5.932
0,5.932
0,5.932
0,5.932
0,5.931
0,5.93
0,5.93
0,5.93
0,5.93
0,5.93
0,5.93
0,5.929
0,5.929
0,5.928
0,5.928
0,5.928
0,5.927
0,5.927
1,5.926
0,5.926
0,5.926
0,5.926
0,5.925
0,5.925
0,5.925
0,5.924
0,5.924
0,5.924
0,5.924
0,5.924
0,5.924
0,5.923
0,5.923
0,5.923
0,5.923
0,5.922
0,5.922
0,5.922
0,5.921
0,5.921
0,5.921
0,5.921
0,5.921
0,5.921
0,5.92
0,5.92
0,5.92
0,5.919
0,5.919
0,5.919
0,5.919
0,5.919
0,5.919
0,5.919
1,5.918
0,5.918
0,5.918
0,5.917
0,5.917
0,5.916
0,5.916
0,5.916
1,5.915
0,5.915
0,5.915
0,5.915
0,5.914
0,5.914
0,5.914
0,5.914
0,5.914
0,5.914
0,5.914
0,5.914
0,5.914
0,5.914
0,5.914
0,5.914
0,5.913
0,5.913
0,5.913
0,5.912
0,5.912
0,5.912
0,5.911
0,5.911
0,5.91
0,5.91
0,5.91
0,5.91
0,5.909
0,5.909
0,5.909
0,5.908
0,5.908
0,5.908
0,5.908
0,5.908
0,5.907
0,5.907
0,5.907
0,5.907
0,5.907
0,5.907
0,5.906
0,5.906
0,5.906
0,5.905
0,5.905
0,5.905
0,5.904
0,5.904
0,5.903
0,5.903
0,5.903
0,5.903
0,5.903
0,5.903
0,5.902
0,5.902
0,5.902
0,5.902
0,5.902
0,5.902
0,5.901
0,5.901
0,5.901
0,5.901
0,5.901
0,5.9
0,5.9
0,5.9
0,5.9
0,5.9
0,5.9
1,5.899
0,5.899
0,5.899
0,5.899
0,5.899
0,5.898
0,5.898
0,5.897
0,5.897
0,5.897
0,5.897
0,5.897
0,5.897
0,5.897
0,5.897
0,5.896
0,5.896
0,5.896
0,5.896
0,5.895
0,5.895
0,5.895
0,5.895
0,5.895
0,5.895
0,5.894
0,5.894
0,5.894
0,5.894
0,5.894
0,5.894
0,5.893
0,5.893
0,5.893
0,5.892
0,5.892
0,5.892
0,5.891
0,5.891
0,5.891
0,5.89
0,5.89
0,5.89
0,5.889
0,5.889
0,5.889
0,5.889
0,5.889
1,5.888
0,5.888
0,5.888
0,5.888
0,5.888
0,5.887
0,5.886
0,5.886
0,5.886
0,5.885
0,5.885
0,5.885
0,5.885
1,5.884
0,5.884
0,5.884
0,5.884
0,5.884
0,5.884
0,5.884
0,5.883
0,5.883
0,5.883
0,5.883
0,5.883
0,5.883
0,5.883
0,5.883
0,5.883
1,5.882
0,5.882
0,5.882
0,5.881
0,5.881
0,5.88
0,5.88
0,5.88
0,5.879
0,5.878
0,5.878
0,5.878
0,5.878
0,5.877
0,5.877
0,5.877
0,5.877
0,5.876
0,5.875
0,5.875
1,5.874
0,5.874
0,5.874
0,5.874
0,5.874
0,5.874
1,5.873
0,5.873
0,5.873
1,5.872
0,5.872
0,5.872
0,5.872
0,5.872
0,5.871
0,5.871
0,5.87
0,5.87
0,5.87
0,5.87
0,5.87
0,5.869
0,5.869
0,5.869
0,5.869
0,5.869
0,5.868
0,5.868
0,5.868
0,5.867
0,5.867
0,5.867
0,5.866
0,5.866
0,5.866
0,5.866
0,5.866
0,5.866
0,5.866
0,5.866
0,5.865
0,5.865
0,5.865
0,5.865
0,5.865
0,5.865
0,5.865
0,5.864
0,5.864
0,5.863
0,5.863
0,5.863
0,5.863
0,5.863
0,5.863
0,5.862
0,5.862
0,5.862
0,5.862
0,5.862
0,5.861
1,5.86
0,5.86
0,5.859
0,5.859
0,5.859
0,5.859
0,5.858
0,5.858
0,5.858
0,5.857
0,5.857
0,5.857
1,5.856
1,5.856
0,5.856
0,5.856
0,5.856
0,5.855
0,5.855
0,5.854
0,5.854
0,5.854
0,5.853
0,5.853
0,5.853
0,5.853
0,5.853
0,5.853
0,5.853
1,5.852
0,5.852
0,5.852
0,5.852
0,5.852
0,5.852
0,5.852
0,5.852
0,5.851
0,5.851
0,5.851
0,5.851
0,5.85
0,5.85
0,5.85
0,5.85
1,5.849
0,5.849
0,5.849
0,5.849
0,5.849
1,5.848
0,5.848
0,5.848
0,5.848
1,5.847
0,5.847
0,5.845
0,5.845
0,5.845
0,5.845
0,5.845
0,5.844
0,5.844
0,5.844
0,5.842
1,5.841
0,5.841
0,5.841
0,5.841
0,5.841
0,5.841
0,5.84
0,5.839
0,5.838
0,5.837
0,5.837
0,5.837
0,5.837
0,5.836
0,5.836
0,5.836
0,5.836
0,5.835
0,5.835
0,5.835
0,5.835
0,5.835
0,5.834
0,5.834
0,5.833
0,5.833
0,5.833
0,5.833
0,5.833
0,5.832
0,5.832
0,5.832
0,5.832
0,5.832
0,5.831
0,5.831
0,5.831
0,5.83
0,5.83
0,5.83
0,5.83
0,5.83
0,5.829
0,5.829
0,5.829
0,5.828
0,5.828
0,5.828
0,5.828
0,5.828
0,5.828
0,5.828
0,5.827
0,5.827
0,5.826
0,5.826
0,5.826
0,5.826
0,5.826
0,5.826
0,5.825
0,5.825
0,5.825
0,5.825
0,5.825
0,5.824
0,5.824
0,5.824
0,5.824
1,5.823
0,5.823
0,5.823
0,5.823
0,5.823
0,5.823
0,5.822
0,5.822
0,5.822
0,5.822
0,5.822
0,5.821
0,5.82
0,5.82
0,5.82
0,5.82
0,5.819
0,5.819
0,5.819
0,5.819
0,5.819
0,5.818
0,5.818
0,5.818
0,5.818
0,5.817
0,5.817
0,5.817
0,5.816
0,5.816
1,5.815
0,5.815
0,5.815
0,5.815
0,5.815
0,5.815
0,5.815
0,5.814
0,5.814
0,5.813
0,5.813
0,5.813
0,5.812
0,5.812
0,5.811
0,5.811
0,5.811
0,5.811
0,5.811
0,5.811
0,5.81
0,5.809
0,5.809
0,5.808
0,5.808
0,5.808
0,5.808
0,5.807
0,5.807
0,5.806
0,5.806
0,5.806
0,5.805
0,5.805
0,5.804
0,5.804
0,5.804
0,5.803
0,5.803
0,5.803
0,5.803
0,5.802
0,5.802
0,5.801
0,5.801
0,5.801
0,5.801
0,5.801
0,5.801
0,5.8
0,5.8
0,5.8
0,5.8
0,5.8
0,5.8
1,5.799
0,5.799
0,5.799
0,5.799
1,5.798
0,5.798
0,5.798
0,5.798
0,5.798
0,5.798
0,5.798
0,5.798
0,5.798
0,5.798
0,5.798
0,5.797
0,5.797
0,5.797
0,5.796
0,5.796
0,5.795
0,5.795
0,5.794
0,5.794
0,5.794
0,5.794
0,5.794
0,5.794
0,5.794
0,5.794
0,5.793
0,5.793
0,5.793
0,5.793
0,5.793
0,5.792
0,5.792
0,5.792
0,5.792
0,5.792
0,5.791
0,5.791
0,5.791
0,5.79
0,5.789
0,5.789
0,5.788
0,5.788
0,5.788
0,5.787
0,5.787
0,5.787
0,5.786
0,5.786
0,5.785
0,5.785
0,5.784
0,5.784
0,5.783
0,5.783
0,5.783
0,5.783
0,5.783
1,5.782
0,5.782
0,5.782
0,5.782
0,5.782
0,5.781
0,5.78
0,5.78
0,5.78
0,5.78
0,5.78
0,5.78
0,5.78
1,5.779
0,5.779
0,5.779
0,5.779
0,5.778
0,5.778
0,5.778
0,5.778
0,5.778
0,5.778
0,5.777
0,5.777
0,5.776
0,5.776
1,5.775
0,5.775
0,5.775
0,5.775
0,5.775
0,5.774
0,5.774
0,5.774
0,5.774
0,5.773
0,5.773
0,5.773
0,5.772
0,5.772
0,5.772
0,5.772
0,5.772
0,5.771
0,5.771
0,5.771
0,5.77
0,5.77
0,5.77
0,5.77
0,5.77
0,5.769
0,5.767
0,5.767
0,5.767
0,5.767
1,5.766
0,5.766
0,5.766
0,5.766
0,5.765
0,5.765
0,5.765
0,5.764
0,5.764
0,5.764
0,5.763
0,5.763
0,5.763
0,5.762
0,5.762
0,5.762
0,5.761
0,5.761
0,5.761
0,5.761
0,5.761
0,5.761
0,5.76
0,5.76
0,5.76
0,5.76
0,5.76
0,5.759
0,5.759
0,5.759
0,5.759
0,5.759
0,5.759
0,5.759
0,5.759
0,5.758
0,5.758
0,5.758
0,5.757
0,5.757
0,5.757
0,5.756
0,5.756
0,5.755
0,5.754
0,5.754
0,5.754
1,5.753
0,5.753
0,5.753
0,5.753
0,5.753
0,5.753
0,5.752
0,5.752
0,5.751
0,5.751
0,5.75
0,5.75
0,5.75
0,5.75
0,5.75
0,5.749
0,5.749
0,5.748
0,5.747
0,5.747
0,5.747
0,5.747
0,5.746
0,5.746
0,5.745
0,5.745
0,5.744
0,5.744
0,5.744
1,5.743
0,5.743
0,5.743
0,5.743
0,5.743
0,5.743
0,5.742
0,5.742
0,5.742
0,5.742
0,5.742
0,5.741
0,5.74
0,5.74
0,5.74
0,5.739
0,5.739
0,5.739
0,5.739
0,5.739
0,5.739
0,5.738
0,5.738
0,5.738
0,5.738
0,5.738
0,5.737
0,5.737
0,5.737
0,5.737
0,5.736
0,5.736
0,5.736
0,5.736
0,5.735
0,5.735
0,5.735
0,5.735
0,5.734
0,5.734
0,5.733
0,5.733
0,5.732
0,5.732
0,5.732
0,5.731
0,5.731
0,5.731
0,5.731
0,5.731
0,5.73
0,5.73
1,5.729
0,5.729
0,5.729
0,5.729
0,5.728
0,5.728
0,5.728
0,5.727
0,5.727
0,5.727
0,5.727
0,5.727
0,5.726
0,5.726
0,5.726
0,5.726
0,5.726
0,5.726
0,5.726
0,5.725
0,5.725
0,5.725
0,5.724
0,5.724
0,5.724
0,5.724
0,5.723
0,5.723
0,5.722
0,5.722
0,5.722
0,5.721
0,5.721
0,5.72
0,5.72
0,5.719
0,5.719
0,5.718
0,5.718
0,5.718
0,5.718
0,5.718
0,5.718
0,5.716
0,5.716
0,5.716
0,5.715
0,5.715
1,5.714
0,5.714
0,5.714
0,5.714
0,5.714
0,5.714
1,5.713
0,5.713
0,5.712
0,5.711
0,5.711
0,5.71
0,5.71
0,5.71
0,5.71
0,5.71
0,5.71
0,5.71
0,5.71
0,5.709
0,5.709
0,5.709
1,5.708
0,5.708
0,5.708
0,5.708
0,5.708
0,5.707
0,5.707
0,5.707
0,5.706
0,5.706
0,5.706
0,5.705
0,5.705
0,5.704
0,5.704
0,5.704
0,5.703
0,5.703
0,5.703
1,5.702
0,5.702
0,5.702
0,5.702
0,5.702
0,5.701
0,5.701
0,5.701
0,5.701
0,5.7
0,5.7
0,5.7
0,5.7
0,5.7
1,5.699
0,5.699
0,5.699
0,5.699
0,5.699
0,5.699
0,5.698
0,5.698
0,5.698
0,5.698
0,5.698
0,5.697
0,5.697
0,5.697
0,5.697
0,5.697
0,5.697
0,5.697
0,5.697
0,5.697
0,5.696
0,5.696
0,5.696
0,5.696
0,5.696
0,5.696
0,5.695
0,5.695
0,5.695
0,5.695
0,5.694
0,5.694
0,5.694
0,5.694
0,5.694
0,5.693
0,5.693
0,5.693
0,5.692
0,5.692
0,5.692
0,5.692
0,5.691
0,5.691
0,5.691
0,5.691
0,5.69
0,5.69
0,5.69
0,5.69
0,5.69
0,5.689
0,5.689
0,5.689
0,5.689
0,5.689
0,5.689
0,5.689
0,5.689
0,5.688
0,5.688
0,5.688
0,5.688
0,5.688
0,5.688
0,5.687
0,5.687
0,5.686
0,5.686
0,5.686
0,5.685
0,5.685
0,5.685
0,5.685
1,5.684
0,5.684
0,5.684
0,5.684
0,5.684
0,5.683
0,5.683
0,5.683
0,5.683
0,5.683
0,5.683
0,5.682
0,5.682
0,5.682
0,5.682
0,5.681
0,5.681
1,5.68
0,5.68
0,5.68
0,5.68
0,5.68
0,5.679
0,5.679
0,5.679
0,5.679
0,5.678
0,5.678
0,5.678
0,5.677
0,5.677
0,5.677
0,5.677
0,5.676
0,5.675
0,5.675
0,5.675
0,5.674
0,5.673
0,5.673
0,5.673
0,5.673
0,5.672
0,5.672
0,5.672
0,5.672
0,5.671
0,5.671
0,5.671
0,5.671
0,5.671
0,5.67
0,5.67
0,5.67
0,5.67
0,5.67
0,5.669
0,5.669
0,5.668
0,5.667
0,5.666
0,5.666
0,5.666
1,5.665
0,5.665
0,5.665
0,5.665
0,5.665
0,5.664
0,5.664
0,5.664
0,5.664
0,5.663
0,5.663
0,5.662
0,5.662
0,5.66
0,5.66
0,5.659
0,5.658
0,5.658
0,5.658
0,5.658
0,5.657
0,5.657
0,5.657
1,5.656
0,5.655
0,5.655
0,5.655
0,5.655
1,5.654
0,5.654
0,5.654
0,5.654
0,5.653
0,5.653
0,5.653
0,5.652
0,5.652
0,5.652
0,5.652
0,5.652
0,5.652
1,5.651
0,5.651
0,5.651
0,5.651
0,5.651
0,5.65
0,5.65
0,5.65
0,5.65
0,5.65
0,5.65
0,5.65
0,5.649
0,5.649
0,5.648
0,5.648
0,5.647
0,5.647
0,5.647
0,5.646
0,5.645
0,5.645
0,5.645
0,5.644
0,5.644
0,5.644
0,5.644
0,5.644
0,5.644
0,5.644
0,5.644
0,5.643
0,5.643
0,5.643
0,5.642
0,5.641
0,5.64
0,5.64
0,5.64
0,5.64
0,5.639
0,5.639
0,5.639
0,5.639
0,5.639
0,5.639
0,5.638
0,5.638
0,5.637
0,5.637
0,5.636
0,5.636
0,5.636
0,5.636
0,5.636
0,5.636
0,5.635
0,5.635
0,5.635
0,5.635
0,5.634
0,5.634
0,5.634
0,5.633
0,5.633
0,5.633
0,5.632
0,5.632
0,5.632
0,5.631
0,5.631
0,5.631
1,5.63
0,5.63
0,5.63
0,5.629
0,5.629
0,5.628
0,5.628
0,5.628
0,5.628
0,5.627
0,5.627
0,5.627
0,5.627
0,5.626
0,5.626
0,5.626
0,5.625
0,5.625
0,5.625
0,5.624
0,5.624
0,5.624
0,5.624
0,5.623
0,5.623
0,5.622
0,5.622
0,5.622
0,5.622
0,5.622
0,5.621
0,5.621
0,5.62
0,5.62
0,5.62
1,5.619
0,5.619
0,5.619
0,5.619
0,5.619
0,5.618
0,5.618
0,5.618
0,5.617
0,5.617
0,5.616
0,5.616
0,5.616
0,5.616
0,5.615
0,5.615
0,5.615
0,5.615
1,5.614
0,5.614
0,5.614
0,5.614
0,5.614
0,5.614
0,5.614
1,5.613
0,5.613
0,5.613
0,5.613
0,5.613
0,5.613
0,5.612
0,5.612
0,5.612
0,5.611
0,5.611
0,5.611
0,5.61
0,5.61
0,5.61
0,5.61
0,5.609
0,5.609
0,5.609
0,5.609
0,5.609
0,5.609
0,5.609
0,5.609
0,5.608
0,5.607
0,5.606
0,5.606
0,5.606
0,5.606
0,5.605
0,5.605
0,5.605
0,5.604
0,5.604
0,5.604
0,5.604
0,5.603
0,5.603
0,5.603
0,5.602
0,5.602
0,5.602
0,5.601
0,5.601
0,5.601
0,5.6
0,5.6
0,5.6
0,5.6
0,5.6
0,5.6
0,5.599
0,5.599
0,5.599
0,5.599
0,5.598
0,5.598
0,5.598
0,5.598
0,5.597
0,5.597
0,5.597
0,5.596
0,5.596
0,5.596
0,5.595
0,5.595
0,5.595
0,5.595
0,5.595
0,5.594
0,5.594
0,5.593
0,5.593
0,5.593
0,5.593
0,5.593
0,5.593
0,5.592
0,5.592
0,5.592
0,5.592
0,5.592
0,5.591
0,5.591
0,5.59
0,5.59
0,5.589
0,5.589
0,5.589
0,5.588
0,5.588
0,5.588
0,5.587
0,5.587
0,5.587
0,5.587
0,5.587
0,5.586
0,5.586
0,5.586
0,5.586
0,5.585
0,5.585
0,5.585
0,5.584
0,5.584
0,5.584
0,5.584
0,5.583
0,5.583
0,5.583
0,5.583
0,5.583
0,5.583
0,5.583
0,5.583
0,5.582
0,5.582
0,5.582
0,5.582
0,5.582
0,5.582
0,5.581
0,5.581
0,5.581
0,5.581
0,5.581
0,5.58
0,5.58
0,5.58
0,5.58
0,5.58
0,5.58
0,5.58
0,5.579
0,5.579
0,5.578
0,5.578
0,5.578
0,5.578
0,5.578
0,5.577
0,5.577
0,5.577
0,5.576
0,5.576
0,5.576
0,5.575
0,5.575
0,5.575
0,5.575
0,5.575
0,5.575
